Artist,Album,Date,Score,Genre
MELT YOURSELF DOWN ,SELF-TITLED,6/19/2013,7,"['2013', 'THE LEAF LABEL', 'ALTERNATIVE FUNK JAZZ FUSION, AFROBEAT, ART PUNK, JAZZROCK, MEDITERRANEAN HORN PUNK']"
ZOMBY ,WITH LOVE,6/21/2013,5,"['4AD', '2013', 'UK BASS, TRAP, FUTURE GARAGE, NOCTURNAL BREAKS, MOODY ELECTRONICA ATMOSPHERES']"
MAC MILLER ,WATCHING MOVIES WITH THE SOUND OFF,6/22/2013,6,"['2013', 'ROSTRUM', 'CLOUD RAP, POP RAP, HIP HOP, SWAG RAPSZ, MAC MILLER-CORE, TEXTURE BEATZ']"
J. COLE ,BORN SINNER,6/25/2013,5,"['2013', 'ROC NATION', 'POP RAP, HARDCORE HIP HOP, CONSCIOUS HIP HOP']"
SMITH WESTERNS ,SOFT WILL,6/26/2013,8,"['2013', 'MOM + POP', ""POP ROCK, INDIE POP, JANGLE POP, INDIE ROCK, SWEET SWEETNESS, DREAM POP (SORTA), LITTLE BIT OF PSYCH POP IN THERE, CRYBABY ROCK, PINK FLOYD XEROXES, GEORGE HARRISON WAS QUITE A GUYY'all know this is just my opinion, right?""]"
LOCRIAN ,RETURN TO ANNIHILATION,6/28/2013,6,"['2013', 'RELAPSE RECORDS', 'BLACK METAL, NOISE, EXPERIMENTAL ROCK, DRONE, DARK AMBIENT, POST-ROCK']"
KYARY PAMYU PAMYU ,NANDACOLLECTION,7/1/2013,8,"['2013', 'WARNER MUSIC JAPAN', 'POP, DANCE-POP, ELECTROPOP, ""J-POP""']"
JOEY BADA$$ ,SUMMER KNIGHTS,7/3/2013,7,"['2013', 'SELF-RELEASED', 'EAST COAST HIP HOP, HARDCORE HIP HOP, BEAST COAST MAGIC, JAZZ RAP']"
RUN THE JEWELS ,SELF-TITLED,7/8/2013,8,"[""FOOL'S GOLD"", '2013', 'HARDCORE HIP HOP, ABSTRACT HIP HOP']"
BILLY WOODS ,DOUR CANDY,7/8/2013,7,"['2013', 'BACKWOODZ STUDIOZ', 'HARDCORE HIP HOP, ABSTRACT HIP HOP, GRIMY STORYTELLING, BLOCKHEAD INSTRUMENTAL MAGIC, D.C. ANONYMITY']"
JAY,Z - MAGNA CARTA... HOLY GRAIL,7/9/2013,6,"['2013', 'ROC NATION', 'EAST COAST HIP HOP, POP RAP, TRAP RAP']"
JAMES HOLDEN ,THE INHERITORS,7/10/2013,7,"['2013', 'BORDER COMMUNITY', 'TECHNO, MICROHOUSE, ELECTROACOUSTIC, AMBIENT, PROGRESSIVE SYNTH, IDM']"
AUTOPSY ,THE HEADLESS RITUAL,7/11/2013,6,"['2013', 'PEACEVILLE', 'DEATH METAL, DEATH DOOM METAL, DEATH AND HEAVY METAL FUSIONS']"
MARIAM THE BELIEVER ,BLOOD DONATION,7/15/2013,8,"['2013', 'REPEAT UNTIL DEATH', 'ART POP, SOUL, EXPERIMENTAL ROCK, SINGER-SONGWRITER']"
YUNG LEAN ,UNKNOWN DEATH 2002,7/17/2013,BREAD,"['2013', 'MISHKA', 'BREAD']"
LYCUS ,TEMPEST,7/17/2013,7,"['20 BUCK SPIN', '2013', 'FUNERAL DOOM METAL, DOOM METAL, DEATH METAL GROWL MAGIC, HEAVY AS HELL POWER BALLAD MELODIES']"
LETLIVE. ,THE BLACKEST BEAUTIFUL,7/18/2013,5,"['2013', 'EPITAPH', 'POST-HARDCORE AND POP PUNK HYBRID MAGIC']"
STONE TITAN ,SCRATCH N' SNIFF,7/24/2013,8,"['2013', 'SAFETY MEETING RECORDS', 'SLUDGE METAL, NOISE METAL, EXTREME SLUDGE MAGIC, HEAVY PSYCH, DEADLY SOUNDS']"
FUCK BUTTONS ,SLOW FOCUS,7/25/2013,6,"['2013', 'ATP RECORDINGS', 'ELECTRONIC NEO-PSYCH, DRONE, EXPERIMENTAL INDIE TECHNO']"
EDWARD SHARPE & THE MAGNETIC ZEROS ,SELF-TITLED,7/29/2013,3,"['2013', 'VAGRANT RECORDS', 'INDIE FOLK, INDIE POP, AMERICANA, VINTAGE PSYCHEDELIC POP']"
KA ,THE NIGHT'S GAMBIT,7/31/2013,8,"['2013', 'IRON WORKS RECORDS', 'EAST COAST HIP HOP, MINIMAL HIP HOP, HARDCORE HIP HOP, SUPER QUIET RAPS']"
ALUNAGEORGE ,BODY MUSIC,8/2/2013,7,"['2013', 'ISLAND', 'DANCE-POP, CONTEMPORARY R&B, POP, ELECTROPOP, UK BASS, FUTURE GARAGE']"
CANDY CLAWS ,CERES & CALYPSO IN THE DEEP TIME,8/6/2013,7,"['2013', 'TWO SYLLABLE RECORDS', 'DREAM POP, SHOEGAZE, LO-FI, INDIE POP']"
DEAD IN THE DIRT ,THE BLIND HOLE,8/7/2013,6,"['SOUTHERN LORD', '2013', 'HARDCORE PUNK, POWERVIOLENCE, SLUDGE METAL, CRUST PUNK, GRINDCORE']"
TECH N9NE ,SOMETHING ELSE,8/8/2013,4,"['2013', 'STRANGE MUSIC', 'HARDCORE HIP HOP, POP RAP, RAP METAL']"
MODERN LIFE IS WAR ,FEVER HUTNING,8/12/2013,7,"['DEATHWISH INC.', '2013', 'HARDCORE PUNK, MELODIC HARDCORE']"
TOAD ,ENDLESS NIGHT,8/13/2013,7,"['2013', 'SELF-RELEASED', ""BLACK METAL, SLUDGE METAL, HEAVY METAL, DEATH 'N' ROLL""]"
WASHED OUT ,PARACOSM,8/15/2013,6,"['SUB POP', '2013', 'DREAM POP, NEO-PSYCHEDELIA, CHILLWAVE, SYNTH POP, DREAM REGGAE']"
NO AGE ,AN OBJECT,8/17/2013,6,"['SUB POP', '2013', 'ART PUNK, NOISE ROCK, POST-PUNK, LO-FI ROCK']"
EARL SWEATSHIRT ,DORIS,8/26/2013,6,"['COLUMBIA RECORDS', '2013', 'ALTERNATIVE HIP HOP, ABSTRACT HIP HOP (SORTA), TRAPPED & SCREWED BAP JAZZ RAP AMALGAMATION, WHISPER RAPS']"
JULIA HOLTER ,LOUD CITY SONG,8/26/2013,8,"['2013', 'DOMINO RECORDS', 'DREAM POP, ART POP, CHAMBER POP, PROGRESSIVE POP, EXPERIMENTAL POP, DREAM JAZZ']"
A$AP FERG ,TRAP LORD,8/28/2013,7,"['2013', 'TRAP RAP', 'SOUTHERN HIP HOP', 'MEMPHIS RAPS', 'CLOUD RAP', 'POST-BONE THUGS', 'SWAG RAPS']"
KING KRULE ,6 FEET BENEATH THE MOON,8/29/2013,7,"['2013', 'XL', 'INDIE ROCK, INDIE POP, DREAM POP, REVERB ROCK, VINTAGE RETRO TRIP HOP, SLICK SINGER-SONGWRITER DUDE']"
DAWN OF MIDI ,DYSNOMIA,8/30/2013,5,"['THIRSTY EAR', '2013', 'MINIMALIST GROOVE JAZZ, ELECTROACOUSTIC REPETITION VOODOO']"
GORGUTS ,COLORED SANDS,9/2/2013,8,"['2013', 'SEASON OF MIST', 'TECHNICAL DEATH METAL, PROGRESSIVE DEATH METAL, ATMOSPHERIC SLUDGE METAL, AVANT-GARDE METAL']"
YC THE CYNIC ,GNK,9/3/2013,8,"['2013', 'SELF-RELEASED', 'EAST COAST HIP HOP, CLOUD RAP, CONSCIOUS HIP HOP, ABSTRACT HIP HOP, THOUGHTFUL RAPS, PSYCH RAPS, HEADY WORDPLAY MAGIC']"
HOLOGRAMS ,FOREVER,9/4/2013,6,"['CAPTURED TRACKS', '2013', 'POST-PUNK, SYNTH PUNK']"
JONATHAN RADO ,LAW & ORDER,9/4/2013,4,"['2013', 'WOODSIST', ""PSYCHEDELIC POP, GARAGE ROCK, SYNTH POP, BRIT POP, MOD ROCK, LO-FI ROCK 'N' ROLL""]"
DIZZY WRIGHT ,THE GOLDEN AGE,9/5/2013,5,"['2013', 'FUNK VOLUME', 'POP RAP, TRAP RAP, JAZZ RAP']"
ARCTIC MONKEYS ,AM,9/8/2013,3,"['DOMINO RECORDS', '2013', 'INDIE ROCK, ALTERNATIVE ROCK']"
NINE INCH NAILS ,HESITATION MARKS,9/9/2013,6,"['2013', 'COLUMBIA', 'ELECTRO-INDUSTRIAL, INDUSTRIAL ROCK']"
CHELSEA WOLFE ,PAIN IS BEAUTY,9/10/2013,8,"['2013', '']"
HOLY GHOST! ,DYNAMICS,9/11/2013,7,"['DFA RECORDS', '2013', 'ELECTRO-DISCO, NEW WAVE, NU-DISCO, SYNCH POP']"
FACTORY FLOOR ,SELF-TITLED,9/12/2013,6,"['DFA RECORDS', '2013', 'MINIMAL WAVE, SYNTH PUNK, POST-PUNK, ELECTRONIC, ELECTRO-INDUSTRIAL DANCE PARTY, DANCEFLOOR STRANGENESS']"
JANELLE MONAE ,THE ELECTRIC LADY,9/13/2013,7,"['2013', 'BAD BOY RECORDS', 'CONTEMPORARY R&B, ART POP, BAROQUE POP, POP SOUL, NEO-SOUL, SMOOTH SOUL']"
DENZEL CURRY ,NOSTALGIC 64,9/16/2013,7,"['2013', 'SELF-RELEASED', 'MEMPHIS RAP, SOUTHERN HIP HOP, TRAP RAP, HARDCORE HIP HOP, HORRORCORE (SLIGHTLY)']"
THE WEEKND ,KISS LAND,9/17/2013,5,"['2013', 'REPUBLIC', 'CONTEMPORARY R&B, MOODY AND DEPRESSING R&B']"
CRYSTAL STILTS ,NATURE NOIR,9/18/2013,6,"['2013', 'SACRED BONES', ""PSYCHEDELIC ROCK, GARAGE ROCK, DARK ROCK 'N' ROLL, DEADPAN""]"
MGMT ,SELF-TITLED,9/19/2013,6,"['COLUMBIA', '2013', 'PSYCHEDELIC POP, NEO-PSYCHEDELIA, FUZZYNESS']"
KAYO DOT ,HUBARDO,9/20/2013,7,"['ICE LEVEL', '2013', 'AVANT-GARDE METAL, PROGRESSIVE ROCK, PROGRESSIVE METAL, JAZZ FUSION, CHAMBER MUSIC, DEATH METAL, POST-ROCK, BLACK METAL, SLIGHTLY IMPROVISED NIGHTMARES, EPIC POET STORIES']"
FLATBUSH ZOMBIES ,BETTEROFFDEAD,9/23/2013,8,"['2013', 'SELF-RELEASED', 'HARDCORE HIP HOP, TRAP RAP, CLOUD RAP, PSYCHEDELIC RAP MAGIC, GRIMY NEW YORK SHIZ']"
MACHINEDRUM ,VAPOR CITY,9/23/2013,7,"['NINJA TUNE', '2013', 'FOOTWORK, JUKE, UK BASS, FUTURE GARAGE']"
BILL CALLAHAN ,DREAM RIVER,9/24/2013,8,"['2013', 'DRAG CITY RECORDS', 'AMERICANA, FOLK ROCK, PROGRESSIVE FOLK, INDIE FOLK']"
DRAKE ,NOTHING WAS THE SAME,9/25/2013,5,"['YOUNG MONEY', '2013', 'POP RAP, CONTEMPORARY R&B, EMOTIONAL RHYME TIME']"
DANNY BROWN ,OLD,10/1/2013,7,"[""FOOL'S GOLD"", '2013', 'HARDCORE HIP HOP, ECCENTRIC ELECTRO TRAP RAP, PSYCHEDELIC RAPS']"
ONEOHTRIX POINT NEVER ,R PLUS SEVEN,10/1/2013,6,"['2013', 'WARP RECORDS', 'PROGRESSIVE SYNTH, POST-NEW AGE, PLUNDERPHONICS, AMBIENT, VAPORWAVE']"
HAUNTED HORSES ,WATCHER,10/4/2013,7,"['2013', 'SELF-RELEASED?', 'NOISE ROCK, INDUSTRIAL ROCK, POST-PUNK, SATANIC-SPACE-JAMS']"
DARKSIDE ,PSYCHIC,10/7/2013,8,"['2013', 'OTHER PEOPLE', 'MICROHOUSE, NEO-PSYCHEDELIA, SUBTLE ELECTRONIC ROCK MAGIC']"
OF MONTREAL ,LOUSY WITH SYLVIANBRIAR,10/8/2013,8,"['2013', 'POLYVINYL', 'PSYCH POP, INDIE FOLK, FOLK ROCK, INDIE POP']"
PUSHA T ,MY NAME IS MY NAME,10/9/2013,6,"['2013', 'G.O.O.D. MUSIC', 'GANGSTA RAP, HARDCORE HIP HOP, POP RAP, INDUSTRIAL HIP HOP, SOUTHERN HIP HOP, FUTURE TRAP']"
MELT,BANANA - FETCH,10/12/2013,9,"['2013', 'A-ZAP', 'NOISE ROCK, NOISE CORE, HARDCORE PUNK, NOISE POP,']"
ORANSSI PAZUZU ,VELONIELU,10/14/2013,6,"['2013', '20 BUCK SPIN', 'BLACK METAL, PSYCHEDELIC ROCK, HEAVY PSYCH, BLACKENED PSYCH']"
TIM HECKER ,VIRGINS,10/16/2013,9,"['KRANKY', '2013', 'AMBIENT, DRONE, NOISE, POST-MODERN CLASSICAL, MINIMAL PIANO MAGIC, TRIPPY ENSEMBLE']"
CULTS ,STATIC,10/21/2013,4,"['2013', 'COLUMBIA', 'INDIE POP, TWEE POP, VINTAGE NOSTALGIA SUGAR MAGIC']"
ARMAND HAMMER ,RACE MUSIC,10/22/2013,8,"['2013', 'BACKWOODZ STUDIOZ', 'HARDCORE HIP HOP, EAST COAST HIP HOP, GRIMY RAPS WITH DIRTY SYNTHETIC BEATS FROM HELL TOPPED WITH DARK RHYMES']"
SHAD ,FLYING COLOURS,10/23/2013,7,"['BLACK BOX RECORDINGS', '2013', 'POP RAP, ALTERNATIVE HIP HOP, CONSCIOUS HIP HOP, SMART RAPPER FROM CANADA WITH A LOT OF CLEVER STUFF TO SAY, SWEET BEATS']"
AFI ,BURIALS,10/24/2013,2,"['2013', 'REPUBLIC', 'ALTERNATIVE ROCK, POP PUNK, SOFT PUNK, REVERB ADDICTION']"
CAGE THE ELEPHANT ,MELOPHOBIA,10/28/2013,8,"['2013', 'RCA RECORDS', 'GARAGE ROCK, BLUES ROCK, ALTERNATIVE ROCK, LO-FI REFINEMENT, FILTHY HOOKY GOODNESS']"
TOXIC HOLOCAUST ,CHEMISTRY OF CONSCIOUSNESS,10/28/2013,6,"['2013', 'RELAPSE RECORDS', 'THRASH METAL, CRUST PUNK, HARDCORE PUNK, D-BEAT, CROSSOVER THRASH']"
ARCADE FIRE ,REFLEKTOR,10/31/2013,5,"['2013', '']"
SISU ,BLOOD TEARS,11/4/2013,6,"['2013', 'MONO PRISIM', 'SYNTH POP, POST-PUNK']"
FOUR TET ,BEAUTIFUL REWIND,11/5/2013,7,"['2013', 'TEXT RECORDS', 'TECH HOUSE, MINIMAL TECHNO, TWO-STEP, COLORFUL HARDGROOVES']"
Artist,Album,11/7/2013,8,"['Year', 'Label', 'Genre']"
EMINEM ,THE MARSHALL MATHERS LP 2,11/11/2013,7,"['2013', 'HARDCORE HIP HOP, POP RAP', 'SHADY RECORDS']"
THE DEBAUCHEES ,BIG MACHINES AND PECULIAR BEINGS,11/12/2013,7,"['2013', 'SONABLAST! RECORDS', 'INDIE ROCK, POST-PUNK, NOISE ROCK']"
ACTION BRONSON & PARTY SUPPLIES ,BLUE CHIPS 2,11/13/2013,6,"['2013', 'SELF-RELEASED', 'HARDCORE HIP HOP, EAST COAST HIP HOP']"
CARA NEIR,"PORTALS TO A BETTER, DEAD WORLD",11/14/2013,7,['Metal']
LADY GAGA , ART POP,11/15/2013,6,[]
DEATH GRIPS , GOVERNMENT PLATES,11/18/2013,6,[]
DANIEL AVERY ,DRONE LOGIC,11/19/2013,8,"['2013', 'PHANTASY', 'SOMEWHAT DRONE-Y TECHNO, TECH HOUSE']"
M.I.A. ,MATANGI,11/20/2013,7,"['2013', 'N.E.E.T. & INTERSCOPE', 'WORLDBEAT, EXPERIMENTAL HIP HOP, INTERNATIONAL BANGERS FOR TRUTH AND DANCE']"
MOONFACE ,JULIA WITH BLUE JEANS ON,11/21/2013,7,"['2013', 'JAGJAGUWAR', 'SINGER-SONGWRITER, MODERN CLASSICAL, PERSONAL PIANO TUNES OF TRAGEDY AND ROMANCE']"
SOUPCANS ,PARASITE BRAIN,11/22/2013,7,"['2013', 'TELEPHONE EXPLOSION', 'GARAGE PUNK, NOISE ROCK, POST-HARDCORE, HARDCORE PUNK']"
SKY FERREIRA ,NIGHT TIME MY TIME,11/24/2013,4,"['2013', 'CAPITOL', 'SYNTH POP, NOISE POP, ALTERNATIVE DANCE']"
BLOOD ORANGE ,CUPID DELUXE,11/25/2013,2,"['2013', 'DOMINO RECORDS', 'CONTEMPORARY R&B, SYNTH FUNK, SYNTH POP, 80S NOSTALGIA']"
QUELLE CHRIS ,GHOST AT THE FINISH LINE,11/26/2013,7,"['MELLO MUSIC GROUP', '2013', 'ABSTRACT HIP HOP, PERSONAL RAPS, SILLY BARS']"
DA MAFIA 6IX ,6IX COMMANDMENTS,12/2/2013,8,"['2013', 'SELF-RELEASED', 'SOUTHERN HIP HOP, HORRORCORE, MEMPHIS RAP, CLASSIC DIRTY MYSTIC STYLEZZZ MAGIC']"
HOPSIN ,KNOCK MADNESS,12/3/2013,3,"['2013', 'FUNK VOLUME', 'HARDCORE HIP HOP, POP RAP']"
ARABROT ,SELF-TITLED,12/5/2013,6,"['2013', 'FYSISK FORMAT', 'SLUDGE METAL, NOISE ROCK']"
GESAFFELSTEIN ,ALEPH,12/9/2013,5,"['2013', 'PARLOPHONE', 'TECH HOUSE, TECHNO, ASSEMBLY LINE TERRORS']"
CHILDISH GAMBINO ,BECAUSE THE INTERNET,12/10/2013,5,"['LIBERATOR MUSIC', '2013', ""POP RAP, BACHELOR'S DEGREE IN ENGLISH TRAP RAPS, CONTEMPORARY R&B""]"
FUTURE OF THE LEFT ,HOW TO STOP YOUR BRAIN IN AN ACCIDENT,12/11/2013,8,"['2013', 'SELF-RELEASED', 'POST-HARDCORE, INDIE ROCK, NOISE ROCK, WORDY ROCK']"
HELLFYRE CLUB ,DORNER VS. TOOKIE,12/12/2013,7,"['2013', 'HELLFYER CLUB', '']"
BURIAL ,RIVAL DEALER,12/16/2013,5,"['HYPERDUB', '2013', ""OVERLY ATMOSPHERIC SYNTH POP, DRUM 'N' BASS, BREAKBEAT, LO-FI AUTO-TUNE BALLADS""]"
BEYONCE ,SELF-TITLED,1/8/2014,6,"['COLUMBIA', '2013', 'POP, CONTEMPORARY R&B, SYNTH FUNK, NEO-SOUL']"
CALVAIIRE ,FORCEPS,1/9/2014,7,"['2013', 'THROATRUINER', 'HARDCORE PUNK, MATHCORE,']"
XIU XIU ,NINA,1/13/2014,8,"['2013', 'GRAVEFACE', 'AVANT-GARDE JAZZ, THEATRICAL WHISPERS, CREEPY COVERS, ART FREAK']"
LEE BANNON ,ALTERNATE,1/14/2014,6,"['ENDINGS', '2014', 'NINJATUNE', 'JUNGLE, DRUM AND BASS, BREAKBEAT']"
NILS FRAHM ,SPACES,1/15/2014,7,"['2013', 'ERASED TAPES', 'MODERN CLASSICAL, MINIMALISM, POST-CLASSICAL']"
MURMUR ,SELF-TITLED,1/16/2014,8,"['2014', 'UNDERGROUND ACTIVISTS', 'BLACK METAL, PROGRESSIVE ROCK, PROG FOLK']"
THEE SILVER MT. ZION MEMORIAL ORCHESTRA ,FUCK OFF GET FREE WE POUR LIGHT ON EVERYTHING,1/20/2014,8,"['2014', 'CONSTELLATION RECORDS', 'PSYCHEDELIC SLUDGE OR DOOM WITH STRING ARRANGEMENTS AND DISMAL LYRICS, EXPERIMENTAL ROCK, ""POST-ROCK,"" ART ROCK']"
AGAINST ME! ,TRANSGENDER DYSPHORIA BLUES,1/21/2014,5,"['2014', 'SIRE RECORDS', 'PUNK ROCK, SINGER-SONGWRITER']"
MOGWAI ,RAVE TAPES,1/22/2014,6,"['2014', 'ROCK ACTION', 'POST-ROCK, PROGRESSIVE SYNTH, PROGRESSIVE ROCK, INSTRUMENTAL ROCK WITH ELECTRONIC FUSION MAGIC']"
INDIAN ,FROM ALL PURITY,1/23/2014,8,"['2014', 'RELAPSE RECORDS', 'SLUDGE METAL, DOOM METAL, NOISE METAL HARSHNESS FROM HELL']"
AN AUTUMN FOR CRIPPLED CHILDREN ,TRY NOT TO DESTROY EVERYTHING YOU LOVE,1/27/2014,7,"['2013', 'SELF-RELEASED', 'BLACK METAL, SHOEGAZE, BLACKGAZE, POST-ROCK, BLACKENED POST-PUNK']"
HAVE A NICE LIFE ,THE UNNATURAL WORLD,1/28/2014,8,"['THE FLENSER', '2014', 'POST-PUNK, DRONE, NOISE ROCK, SHOEGAZE, LO-FI INDIE']"
ACTRESS ,GHETTOVILLE,1/29/2014,8,"['2014', 'WERK DISCS', 'IDM, MICRO HOUSE, MINIMAL TECHNO, VAPORWAVE, EXPERIMENTAL ELECTRONICS, SONIC SPELUNKING']"
YOUNG FATHERS ,DEAD,1/30/2014,6,"['2014', 'ANTICON', 'EXPERIMENTAL HIP HOP, UK HIP HOP, ABSTRACT HIP HOP, LO-FI SOUL MIXED WITH AFRICAN RHYTHMS']"
ISAIAH RASHAD ,CILVIA DEMO,2/10/2014,6,"['TOP DAWG ENTERTAINMENT', '2014', 'HIP HOP, POP RAP, CONSCIOUS HIP HOP, SOUTHERN RAP']"
BEHEMOTH ,THE SATANIST,2/11/2014,9,"['2014', 'NUCLEAR BLAST']"
STEP BROTHERS ,LORD STEPPINGTON,2/13/2014,8,"['2014', 'RHYMESAYERS', 'HARDCORE HIP HOP']"
GLITCH MOB ,LOVE DEATH IMMORTALITY,2/17/2014,3,"['2014', 'GLASS AIR', 'DUBSTEP, ELECTRO, DANCE-POP']"
XIU XIU ,ANGEL GUTS: RED CLASSROOM,2/18/2014,7,"['2014', 'POLYVINYL', 'POST-PUNK, EXPERIMENTAL ROCK, ART PUNK, SYNTH PUNK']"
ANGEL OLSEN ,BURN YOUR FIRE FOR NOT WITNESS,2/19/2014,5,"['2014', 'JAGJAGUWAR', 'FOLK ROCK, GARAGE ROCK, SINGER-SONGWRITER, FOLK']"
SUN KIL MOON ,BENJI,2/20/2014,9,"['2014', 'CALDO VERDE', 'FOLK, FOLK ROCK, AMERICANA, SINGER-SONGWRITER']"
ARTIFICIAL BRAIN ,LABYRINTH CONSTELLATION,2/23/2014,8,"['2014', 'PROFOUND LORE RECORDS', 'TECHNICAL DEATH METAL']"
TEMPLES ,SUN STRUCTURES,2/25/2014,5,"['FAT POSSUM', '2014', 'NEO-PSYCHEDELIA, PSYCH POP, PSYCH ROCK']"
SUNN O))) & ULVER ,TERRESTRIALS,2/25/2014,6,"['2014', 'SELF-RELEASED', 'DRONE METAL, DOOM METAL, DARK JAZZ,']"
SCHOOLBOY Q ,OXYMORON,2/26/2014,7,"['2014', 'TOP DAWG ENTERTAINMENT', 'POP RAP, TRAP RAP, BOOM BAP, CLOUD RAP, YAWK YAWK YAWK YAWK']"
ST. VINCENT ,SELF-TITLED,2/27/2014,7,"['4AD', '2014', 'NOISE POP, INDIE POP, INDIE ROCK']"
BECK ,MORNING PHASE,3/3/2014,4,"['2014', 'CAPITOL', 'SINGER-SONGWRITER, FOLKY SLOWNESS']"
RICK ROSS ,MASTERMIND,3/9/2014,NOT GOOD,"['MAYBACH', '2014', 'POP RAP, HIP HOP, SOUTHERN HIP HOP']"
WHITE SUNS ,TOTEM,3/10/2014,8,"['2014', 'THE FLENSER', 'NOISE ROCK, NOISE, SPOKEN WORD W', 'A HELLISH SOUNDTRACK, EXPERIMENTAL RO']"
REAL ESTATE ,ATLAS,3/11/2014,3,"['2014', 'DOMINO RECORDS', 'JANGEL POP, INDIE ROCK,']"
MIGOS ,NO LABEL II,3/12/2014,5,"['2014', 'SELF-RELEASED', 'TRAP RAP, SOUTHERN HIP HOP, POP RAP']"
PHARRELL ,G I R L,3/19/2014,3,"['2014', 'I AM OTHER', 'POP SOUL, POP, R&B, DANCE-POP, FUNK']"
LA DISPUTE ,THE ROOMS OF THE HOUSE,3/20/2014,7,"['BETTER LIVING', '2014', 'POST-HARDCORE, EMO, SCREAMO']"
FREDDIE GIBBS & MADLIB ,PINATA,3/22/2014,9,"['MADLIB INVAZION', '2014', 'GANGSTA RAP, JAZZ RAP, TRIPPY ""G"" MAGIC']"
TYCHO ,AWAKE,3/23/2014,6,"['2014', 'GHOSTLY', 'DOWNTEMPO, AMBIENT POP, INSTRUMENTAL SMOOTH ROCK, MAYBE POST-ROCK AT MOMENTS, ELECTRONIC RELAXATION']"
THE WAR ON DRUGS ,LOST IN THE DREAM,3/24/2014,7,"['2014', 'SECRETLY CANADIAN', 'KRAUTROCK, AMERICANA, FOLK ROCK, NEO-PSYCHEDELIA, SINGER-SONGWRITER']"
EVIAN CHRIST ,WATERFALL EP,3/24/2014,7,"['TRI ANGLE RECORDS', '2014', 'INSTRUMENTAL HIP HOP, TRAP, ETHEREAL BANGERS']"
FUTURE ISLANDS ,SINGLES,3/25/2014,7,"['4AD', '2014', 'SYNTH POP, INDIE POP']"
BIG UPS ,EIGHTEEN HOURS OF STATIC,3/25/2014,8,"['2014', 'DEAD LABOUR', 'NOISE ROCK, POST-PUNK, POST-HARDCORE, SATIRICAL HARDCORE']"
SKRILLEX ,RECESS,3/26/2014,5,"['2014', 'BIG BEAT', 'DUBSTEP, MOOMBAHTON, ""BROSTEP""']"
LIARS ,MESS,3/26/2014,8,"['MUTE', '2014', 'ALTERNATIVE DANCE, TECH HOUSE, EXPERIMENTAL ELECTRONIC MAGIC']"
ONYX,WAKEDAFUCUP,3/27/2014,7,"['2014', 'IS THIS SELF-RELEASED?', 'HARDCORE HIP HOP', 'EAST COAST HIP HOP']"
WILD BEASTS ,PRESENT TENSE,3/27/2014,7,"['2014', 'DOMINO', 'ART POP, SYNTH  POP,']"
PLANNINGTOROCK ,ALL LOVE'S LEGAL,4/1/2014,10,"['2014', 'HUMAN LEVEL', 'ART POP, SYNTH POP, AVANT-DANCE POP, GENDER-NEUTRAL POP, DANCEABLE MUSIC WITH A FLUID SEXUALITY']"
PLANNINGTOROCK ,ALL LOVE'S LEGAL,4/1/2014,0,"['2014', 'HUMAN LEVEL', 'ART POP, SYNTH POP, AVANT-DANCE POP, GENDER-NEUTRAL POP, DANCEABLE MUSIC WITH A FLUID SEXUALITY']"
NOCANDO ,JIMMY THE BURNOUT,4/2/2014,6,"['HELLFYRE CLUB', '2014', 'WEST COAST HIP HOP, ABSTRACT HIP HOP, HELLFYRE HIP HOP']"
MAC DEMARCO ,SALAD DAYS,4/2/2014,5,"['2014', 'CAPTURED TRACKS', 'JANGLE POP, PSYCHEDELIC (SORT OF) POP, SLEEPY POP,']"
Mø ,NO MYTHOLOGIES TO FOLLOW,4/3/2014,6,"['2014', 'SONY MUSIC', 'ELECTROPOP, SYNTH POP, INDIETRONICA']"
WHITE HINTERLAND ,BABY,4/3/2014,8,"['2014', 'DEAD OCEANS', 'ART POP, SINGER-SONGWRITER, EMOTIONAL PIANO MAGIC, ECCENTRIC PROGRESSIVE ELECTROPOP MAGIC']"
TIMBER TIMBRE ,HOT DREAMS,4/4/2014,8,"['2014', 'ARTS & CRAFTS', ""AMERICANA, ROCK 'N' ROLL, ZOMBIE ROCKABILLY, EVIL DOO-WOP, LYNCHIAN HORROR""]"
TONY MOLINA ,DISSED AND DISMISSED,4/5/2014,7,"['2014', 'SLUMBERLAND RECORDS', 'LO-FI, INDIE ROCK, POWER POP, BREAKUP ROCK']"
OFF! ,WASTED YEARS,4/7/2014,7,"['2014', 'VICE', 'HARDCORE PUNK']"
AVEY TARE'S SLASHER FLICKS ,ENTER THE SLASHER HOUSE,4/7/2014,5,"['2014', 'DOMINO RECORDS', 'NEO-PSYCHEDELIA, PSYCHEDELIC POP']"
CLOUD NOTHINGS ,HERE AND NOWHERE ELSE,4/8/2014,6,"['CARPARK RECORDS', '2014', 'INDIE ROCK, POST-HARDCORE, NOISE ROCK']"
SISYPHUS ,SELF-TITLED,4/8/2014,7,"['ASTHMATIC KITTY', '2014', 'HIP HOP, POP RAP, ABSTRACT HIP HOP, ART POP, CHAMBER POP, INDIE POP']"
RATKING ,SO IT GOES,4/9/2014,8,"['XL RECORDINGS', '2014', 'EXPERIMENTAL HIP HOP']"
SZA ,Z,4/10/2014,4,"['TOP DAWG ENTERTAINMENT', '2014', 'CONTEMPORARY R&B, ART POP']"
