Artists,Album,Date,Year,Score,Tags,Genres
kid cudi,"Passion, Pain & Demon Slayin'",29-Dec-16,2016,4,"['republic', 'rap', 'hip hop', 'alternative r&b', 'pop rap', 'electropop', '4/10']","hip hop,pop,r&b"
korn,The Serenity of Suffering,1-Nov-16,2016,4,"['roadrunner', 'loud rock', 'nu metal', 'industrial metal', 'alternative metal', '4/10']","rock,metal"
lil uzi vert,Lil Uzi Vert vs. The World,10-May-16,2016,4,"['mixtape', 'generation now', 'rap', 'hip hop', 'trap', '4/10']",hip hop
m.i.a.,AIM,16-Sep-16,2016,4,"['a.i.m.', 'interscope', 'rap', 'hip hop', 'uk hip hop', 'pop rap', 'electropop', 'political', '4/10']","hip hop,pop"
mac miller,The Divine Feminine,20-Sep-16,2016,4,"['warner bros', 'rap', 'hip hop', 'jazz rap', 'neo-soul', 'contemporary r&b', 'pop rap', '4/10']","hip hop,pop,r&b,soul,jazz"
oathbreaker,Rheia,12-Oct-16,2016,4,"['deathwish', 'loud rock', 'blackgaze', 'post-metal', 'crust punk', '4/10']","rock,punk,metal"
partynextdoor,P3,17-Aug-16,2016,4,"['ovo', 'alternative r&b', 'pop', 'r&b', 'contemporary r&b', 'dancehall', '4/10']","pop,r&b,dance"
the 1975,"I Like It When You Sleep, for You Are So Beautiful Yet So Unaware of It",9-Mar-16,2016,4,"['interscope', 'pop', 'pop rock', 'new wave', 'shoegaze', 'indietronica', '4/10']","pop,rock"
zayn,Mind of Mine,29-Mar-16,2016,4,"['rca', 'pop', 'contemporary r&b', 'electropop', '4/10']","pop,r&b"
a$ap mob,Cozy Tapes Vol. 2: Too Cozy,31-Aug-17,2017,4,"['too cozy', 'rap', 'hip hop', 'trap', 'cloud rap', '4/10']",hip hop
arcade fire,Everything Now,31-Jul-17,2017,4,"['sonovox', 'pop', 'alternative dance', 'synthpop', 'disco', 'indie rock', '4/10']","pop,dance,rock"
beck,Colors,19-Oct-17,2017,4,"['capitol', 'rock', 'pop rock', 'alternative dance', 'synthpop', 'adult contemporary', '4/10']","pop,dance,rock"
ed sheeran,Divide,10-Mar-17,2017,4,"['÷', 'asylum', 'pop', 'folk pop', 'dance pop', 'pop rap', 'pop rock', 'singer-songwriter', '4/10', 'hip hop']","hip hop,pop,dance,rock,singer-songwriter,folk"
harry styles,Harry Styles,16-May-17,2017,4,"['columbia', 'uk', 'pop', 'pop rock', 'hard rock', 'glam rock', 'folk pop', '4/10']","pop,rock,folk"
hopsin,No Shame,29-Nov-17,2017,4,"['undercover prodigy', 'rap', 'hip hop', '4/10']",hip hop
jaden smith,SYRE,21-Nov-17,2017,4,"['roc nation', 'rap', 'hip hop', 'alternative r&b', 'pop rap', '4/10']","hip hop,pop,r&b"
king krule,The OOZ,18-Oct-17,2017,4,"['true panther', 'other', 'art rock', 'trip hop', 'nu jazz', 'post-punk', '4/10']","jazz,rock,punk"
kodak black,Painting Pictures,7-Apr-17,2017,4,"['atlantic', 'southern hip hop', 'rap', 'hip hop', 'pop rap', 'trap', '4/10']","hip hop,pop"
mastodon,Emperor of Sand,5-Apr-17,2017,4,"['loud rock', 'reprise', 'sludge metal', 'stoner metal', 'progressive metal', 'alternative metal', '4/10']","rock,metal"
sam smith,The Thrill of It All,10-Nov-17,2017,4,"['capitol', 'pop', 'soul', '4/10']","pop,soul"
slowdive,Slowdive,11-May-17,2017,4,"['dead oceans', 'pop', 'dream pop', 'shoegaze', 'ambient pop', '4/10']","pop,ambient"
taylor swift,Reputation,14-Nov-17,2017,4,"['big machine', 'pop', 'electropop', 'contemporary r&b', 'trap', '4/10', 'hip hop']","hip hop,pop,r&b"
weezer,Pacific Daydream,2-Nov-17,2017,4,"['atlantic', 'pop', 'pop rock', 'power pop', 'electropop', '4/10']","pop,rock"
6ix9ine,Dummy Boy,28-Nov-18,2018,4,"['dummy boy', 'scum gang', 'rap', 'hip hop', 'trap', 'east coast', 'latin pop', 'reggaeton', '4/10']","hip hop,pop"
6lack,East Atlanta Love Letter,19-Sep-18,2018,4,"['interscope', 'rap', 'hip hop', 'alternative r&b', 'trap', 'cloud rap', '4/10']","hip hop,r&b"
a$ap rocky,Testing,31-May-18,2018,4,"['rca', 'rap', 'hip hop', 'trap', 'cloud rap', 'alternative r&b', '4/10']","hip hop,r&b"
drake,Scorpion,3-Jul-18,2018,4,"['ovo', 'rap', 'hip hop', 'pop rap', 'trap', 'contemporary r&b', '4/10']","hip hop,pop,r&b"
eminem,Kamikaze,3-Sep-18,2018,4,"['aftermath', 'rap', 'hip hop', 'hardcore hip hop', 'pop rap', 'trap', '4/10']","hip hop,pop"
interpol,Marauder,31-Aug-18,2018,4,"['matador', 'rock', 'post-punk', '4/10']","rock,punk"
jay rock,Redemption,4-Jul-18,2018,4,"['tde', 'top dawg', 'rap', 'hip hop', 'west coast', 'pop rap', 'trap', '4/10']","hip hop,pop"
kacey musgraves,Golden Hour,7-Apr-18,2018,4,"['mca', 'pop', 'country', '4/10']","pop,country"
lil peep,"Come Over When You're Sober, Pt. 2",16-Nov-18,2018,4,"['columbia', 'rap', 'hip hop', 'pop rap', 'emo', '4/10']","hip hop,pop"
migos,Culture II,30-Jan-18,2018,4,"['quality control music', 'rap', 'hip hop', 'trap', '4/10']",hip hop
panopticon,The Scars of Man on the Once Nameless Wilderness,2-May-18,2018,4,"['nordvis', 'loud rock', 'metal', 'folk', 'black metal', 'atmospheric', 'americana', '4/10']","rock,metal,folk"
princess nokia,A Girl Cried Red,19-Apr-18,2018,4,"['ep', 'mixtape', 'pop', 'rough trade', 'alternative r&b', 'emo', 'trap', '4/10', 'hip hop']","hip hop,pop,r&b"
quavo,Quavo Huncho,16-Oct-18,2018,4,"['quality control music', 'rap', 'hip hop', 'trap', 'pop rap', '4/10', 'migos']","hip hop,pop"
rae sremmurd,SR3MM,8-May-18,2018,4,"['jxmtro', 'swaecation', 'swae lee', 'slim jxmmi', 'rap', 'hip hop', 'pop rap', 'trap', 'contemporary r&b', '4/10']","hip hop,pop,r&b"
soap&skin,From Gas to Solid / You Are My Friend,12-Dec-18,2018,4,"['you are my friend', 'play it again sam', 'pop', 'art pop', 'neoclassical darkwave', 'chamber pop', '4/10']",pop
takeoff,The Last Rocket,9-Nov-18,2018,4,"['quality control music', 'rap', 'hip hop', 'trap', '4/10']",hip hop
the neighbourhood,The Neighbourhood,23-Mar-18,2018,4,"['columbia', 'pop', 'synthpop', 'electropop', 'alternative r&b', 'indie', '4/10']","pop,r&b"
tiny moving parts,Swell,9-Feb-18,2018,4,"['triple crown', 'emo', 'rock', 'pop punk', 'post-punk', 'math rock', '4/10']","pop,rock,punk"
xxxtentacion,?,19-Mar-18,2018,4,"['bad vibes', 'rap', 'hip hop', 'trap', 'emo', 'singer-songwriter', 'alternative r&b', '4/10']","hip hop,r&b,singer-songwriter"
ameer vann,Emmanuel,23-Sep-19,2019,4,"['ep', 'winston wolf', 'rap', 'hip hop', 'trap', 'hardcore hip hop', '4/10']",hip hop
beck,Hyperspace,4-Dec-19,2019,4,"['fonograf', 'pop', 'synthpop', 'neo-psychedelia', '4/10']",pop
beirut,Gallipoli,5-Feb-19,2019,4,"['4ad', 'indie', 'pop', '4/10']",pop
big k.r.i.t.,K.R.I.T. Iz Here,23-Jul-19,2019,4,"['multi alumni', 'rap', 'hip hop', 'trap', 'southern hip hop', '4/10']",hip hop
comethazine,Bawskee 2,8-Feb-19,2019,4,"['mixtape', 'alamo', 'rap', 'hip hop', 'trap', '4/10']",hip hop
doja cat,Hot Pink,15-Nov-19,2019,4,"['kemosabe', 'rap', 'hip hop', 'pop rap', 'trap', '4/10']","hip hop,pop"
gus dapperton,Where Polly People Go to Read,14-May-19,2019,4,"['awal', 'pop', 'hypnagogic pop', '4/10']",pop
kanye west,Jesus Is King,28-Oct-19,2019,4,"['good music', 'def jam', 'rap', 'hip hop', 'gospel', 'pop rap', 'trap', 'alternative r&b', '4/10']","hip hop,pop,r&b"
lil pump,Harverd Dropout,25-Feb-19,2019,4,"['warner bros', 'rap', 'hip hop', 'trap', 'pop rap', '4/10']","hip hop,pop"
the mountain goats,In League with Dragons,12-Jun-19,2019,4,"['merge', 'other', 'singer-songwriter', 'indie', 'folk', 'chamber pop', '4/10']","pop,singer-songwriter,folk"
the national,I Am Easy to Find,7-Jun-19,2019,4,"['4ad', 'rock', 'indie', 'chamber pop', 'post-punk revival', '4/10']","pop,rock,punk"
tool,Fear Inoculum,3-Sep-19,2019,4,"['rca', 'loud rock', 'metal', 'prog', 'alternative metal', 'progressive metal', '4/10']","rock,metal"
trippie redd,A Love Letter to You 4,29-Nov-19,2019,4,"['tenthousand projects', 'rap', 'hip hop', 'emo', 'trap', 'pop rap', 'alternative r&b', '4/10']","hip hop,pop,r&b"
weezer,Weezer (Black Album),8-Mar-19,2019,4,"['crush', 'pop', 'pop rock', 'electropop', '4/10']","pop,rock"
"young nudy<,>pi'erre bourne",Sli'merre,27-May-19,2019,4,"[""sli'merre"", 'self-released', 'rap', 'hip hop', 'trap', '4/10', 'collab']",hip hop
childish gambino,3.15.20,25-Mar-20,2020,4,"['donald glover', 'mcdj', 'pop', 'neo-soul', 'rap', '4/10', 'hip hop']","hip hop,pop,soul"
dababy,Blame It on Baby,18-Apr-20,2020,4,"['interscope', 'rap', 'hip hop', 'trap', '4/10']",hip hop
dance gavin dance,Afterburner,3-May-20,2020,4,"['rise', 'loud rock', 'post-hardcore', 'math rock', '4/10']",rock
dominic fike,What Could Possibly Go Wrong,3-Aug-20,2020,4,"['columbia', 'pop', 'alternative r&b', '4/10']","pop,r&b"
eden,No Future,21-Feb-20,2020,4,"['astralwerks', 'pop', 'alternative r&b', 'indietronica', '4/10']","pop,r&b"
four tet,Sixteen Oceans,10-Apr-20,2020,4,"['text', 'electronic', 'microhouse', 'ambient', '4/10']","electronic,house,ambient"
"future<,>lil uzi vert",Pluto x Baby Pluto,16-Nov-20,2020,4,"['pluto', 'baby pluto', 'collab', 'collaboration', 'atlantic', 'rap', 'hip hop', 'trap', '4/10']",hip hop
grimes,Miss Anthropocene,27-Feb-20,2020,4,"['4ad', 'pop', 'synthpop', 'ethereal wave', 'electronica', '4/10']","pop,electronic"
jack harlow,That's What They All Say,12-Dec-20,2020,4,"['atlantic', 'rap', 'hip hop', 'pop rap', 'trap', '4/10']","hip hop,pop"
jay electronica,Act II: The Patents of Nobility (The Turn),16-Oct-20,2020,4,"['patents of nobility', 'the turn', 'tidal', 'roc nation', 'leak', 'rap', 'hip hop', 'abstract', '4/10']",hip hop
katy perry,Smile,1-Sep-20,2020,4,"['capitol', 'pop', '4/10']",pop
ksi,Dissimulation,29-May-20,2020,4,"['beerus', 'rap', 'hip hop', 'trap', 'uk', 'pop rap', '4/10']","hip hop,pop"
lil uzi vert,Eternal Atake,9-Mar-20,2020,4,"['atlantic', 'rap', 'hip hop', 'trap', '4/10']",hip hop
lil wayne,Funeral,5-Feb-20,2020,4,"['young money', 'rap', 'hip hop', 'trap', '4/10']",hip hop
mike,Weight of the World,16-Jul-20,2020,4,"['self-released', 'rap', 'hip hop', 'abstract hip hop', '4/10']",hip hop
neil cicierega,Mouth Dreams,5-Oct-20,2020,4,"['self-released', 'mashup', 'other', 'novelty', 'meme', '4/10']",
waxahatchee,Saint Cloud,8-Apr-20,2020,4,"['merge', 'other', 'indie', 'singer-songwriter', 'country', '4/10']","singer-songwriter,country"
dj khaled,Khaled Khaled,5-May-21,2021,4,"['we the best', 'rap', 'hip hop', 'pop rap', 'trap', 'dancehall', '4/10']","hip hop,pop,dance"
gaspard aug�,Escapades,7-Jul-21,2021,4,"['because music', 'electro-disco']",
julien baker,Little Oblivions,3-Mar-21,2021,4,"['matador', 'rock', 'singer-songwriter', 'indie', 'folk', '4/10']","rock,singer-songwriter,folk"
lil yachty,Michigan Boy Boat,26-Apr-21,2021,4,"['mixtape', 'quality control', 'rap', 'hip hop', 'trap', '4/10']",hip hop
sleaford mods,Spare Ribs,18-Mar-21,2021,4,"['uk', 'rough trade', 'hip hop', 'post-punk', '4/10']","hip hop,punk"
trippie redd,Neon Shark vs. Pegasus,22-Feb-21,2021,4,"['neon shark', 'pegasus', 'deluxe', 'tenthousand projects', 'rap', 'rock', 'pop punk', 'emo trap', '4/10', 'hip hop']","hip hop,pop,rock,punk"
wolf alice,Blue Weekend,7-Jun-21,2021,4,"['new', 'uk', 'dirty hit', 'rock', 'alternative', 'indie', 'dream pop', '4/10']","pop,rock"
big boi,VICIOUS LIES AND DANGEROUS RUMORS,17-Dec-12,2012,5,"['def jam', 'southern hip hop, pop rap']","hip hop,pop"
black moth super rainbow,COBRA JUICY,1-Nov-12,2012,5,"['rad cult', 'neo-psychedelia, indie electronic']",electronic
goat,WORLD MUSIC,19-Nov-12,2012,5,"['rocket', 'psychedelic rock, afrobeat, garage rock']","rock,psychedelic"
heems,WILD WATER KINGDOM,29-Nov-12,2012,5,"['greedhead', 'east coast hip hop, abstract hip hop, cloud rap, water rap']",hip hop
p.o.s,WE DON'T EVEN LIVE HERE,7-Dec-12,2012,5,"['rhymesayers', 'conscious hip hop,']",hip hop
ratking,WIKI93,15-Nov-12,2012,5,"['xl recordings', 'alternative hip hop, hardcore hip hop']",hip hop
the game,JESUS PIECE,18-Dec-12,2012,5,"['interscope', 'west coast hip hop, hardcore hip hop, gangsta rap, pop rap']","hip hop,pop"
the secret,AGNUS DEI,8-Nov-12,2012,5,"['southern lord', 'hardcore punk, crust punk, sludge metal, metalcore, black metal']","punk,metal"
tim hecker and daniel lopatin,INSTRUMENTAL TOURIST,25-Nov-12,2012,5,"['software', 'ambient, drone, experimental, eai, noise, glitch, progressive electronic']","electronic,ambient,experimental"
arcade fire,REFLEKTOR,31-Oct-13,2013,5,"['sonovox', 'pop', 'alternative dance', 'synthpop', 'disco', 'indie rock']","pop,dance,rock"
burial,RIVAL DEALER,16-Dec-13,2013,5,"['hyperdub', ""overly atmospheric synth pop, drum 'n' bass, breakbeat, lo-fi auto-tune ballads""]",pop
childish gambino,BECAUSE THE INTERNET,10-Dec-13,2013,5,"['liberator music', ""pop rap, bachelor's degree in english trap raps, contemporary r&b"", 'hip hop']","hip hop,pop,r&b"
cult of luna,VERTIKAL,21-Jan-13,2013,5,"['indie', 'atmospheric sludge metal, post-hardcore, post-rock, post-metal']","rock,metal"
dawn of midi,DYSNOMIA,30-Aug-13,2013,5,"['thirsty ear', 'minimalist groove jazz, electroacoustic repetition voodoo']",jazz
dizzy wright,THE GOLDEN AGE,5-Sep-13,2013,5,"['funk volume', 'pop rap, trap rap, jazz rap', 'hip hop']","hip hop,pop,jazz,funk"
drake,NOTHING WAS THE SAME,25-Sep-13,2013,5,"['young money', 'pop rap, contemporary r&b, emotional rhyme time', 'hip hop']","hip hop,pop,r&b"
foals,HOLY FIRE,14-Feb-13,2013,5,"['warner united kingdom', 'indie rock, dream pop, dance rock, post-punk, slightly post-rock-ish moment']","pop,dance,rock,punk"
gesaffelstein,ALEPH,9-Dec-13,2013,5,"['parlophone', 'tech house, techno, assembly line terrors']","house,techno"
j. cole,BORN SINNER,25-Jun-13,2013,5,"['roc nation', 'pop rap, hardcore hip hop, conscious hip hop']","hip hop,pop"
justin timberlake,THE 20/20 EXPERIENCE,25-Mar-13,2013,5,"['20 experience', 'rca records', 'dance pop, contemporary r&b, neo-soul, pop']","pop,r&b,soul,dance"
kanye west,YEEZUS,18-Jun-13,2013,5,"['def jam', 'experimental hip hop, industrial hip hop, hardcore hip hop, auto-tuned noise hop. house hop']","hip hop,house,experimental"
letlive.,THE BLACKEST BEAUTIFUL,18-Jul-13,2013,5,"['epitaph', 'post-hardcore and pop punk hybrid magic']","pop,punk"
local natives,HUMMINGBIRD,28-Jan-13,2013,5,"['frenchkiss', 'indie rock, chamber pop, indie folk']","pop,rock,folk"
nick cave and the bad seeds,PUSH THE SKY AWAY,21-Feb-13,2013,5,"['bad seed', 'singer-songwriter, art rock, chamber pop,']","pop,rock,singer-songwriter"
nosaj thing,HOME,22-Jan-13,2013,5,"['innovative leisure', 'ambient pop, future garage, wonky']","pop,ambient"
phoenix,BANKRUPT!,9-May-13,2013,5,"['glassnote', 'indie pop, synth pop, indie rock, new wave']","pop,rock"
portal,VEXOVOID,19-Feb-13,2013,5,"['profound lore', 'death metal, technical death metal, noise metal, black metal']",metal
steven wilson,THE RAVEN THAT REFUSED TO SING (AND OTHER STORIES),5-Mar-13,2013,5,"['kscope', 'progressive rock']",rock
the strokes,COMEDOWN MACHINE,21-Mar-13,2013,5,"['rca records', 'pop rock, garage rock, new wave, indie rock, disco indie synth stuff with falsetto vocals']","pop,rock"
the weeknd,KISS LAND,17-Sep-13,2013,5,"['republic', 'contemporary r&b, moody and depressing r&b']",r&b
thee oh sees,FLOATING COFFIN,17-Apr-13,2013,5,"['castle face', 'garage rock, lo-fi, garage punk, psychedelic rock, noise rock']","rock,punk,psychedelic"
yeah yeah yeahs,MOSQUITO,23-Apr-13,2013,5,"['polydor', 'indie rock, garage rock, art rock, neo-psychedelia']",rock
zomby,WITH LOVE,21-Jun-13,2013,5,"['4ad', 'uk bass, trap, future garage, nocturnal breaks, moody electronica atmospheres', 'hip hop']","hip hop,electronic"
avey tare's slasher flicks,ENTER THE SLASHER HOUSE,7-Apr-14,2014,5,"['domino records', 'neo-psychedelia, psychedelic pop']","pop,psychedelic"
ab,SOUL - THESE DAYS,25-Jun-14,2014,5,"['tde', 'conscious hip hop, pop rap, trap rap, west coast hip hop']","hip hop,pop"
against me!,TRANSGENDER DYSPHORIA BLUES,21-Jan-14,2014,5,"['sire records', 'punk rock, singer-songwriter']","rock,punk,singer-songwriter"
andrew jackson jihad,CHRISTMAS ISLAND,7-May-14,2014,5,"['side one dummy', 'folk punk, anti-folk, pop folk punk grimyness, emotional trainwreck music']","pop,punk,folk"
angel olsen,BURN YOUR FIRE FOR NOT WITNESS,19-Feb-14,2014,5,"['jagjaguwar', 'folk rock, garage rock, singer-songwriter, folk']","rock,singer-songwriter,folk"
azealia banks,BROKE WITH EXPENSIVE TASTE,11-Nov-14,2014,5,"['capitol', 'pop rap, hip house', 'hip hop']","hip hop,pop,house"
banks,GODDESS,25-Sep-14,2014,5,"['harvest', 'art pop, alternative r&b, neo-soul from the future']","pop,r&b,soul"
ben frost,A U R O R A,6-Jun-14,2014,5,"['mute', 'electronic, noise, dark ambient, drone, experimental, industrial']","electronic,ambient,experimental"
chromeo,WHITE WOMEN,22-May-14,2014,5,"['atlantic', 'synth funk, pop, nu-disco, new wave, synth pop']","pop,funk"
damon albarn,EVERYDAY ROBOTS,7-May-14,2014,5,"['parlophone', 'singer-songwriter, dreary and soft electronic pop tunes, downtempo, glitch pop, trip hop, choral pop, island music pop magic']","pop,electronic,singer-songwriter"
electric wizard,TIME TO DIE,15-Oct-14,2014,5,"['spinefarm', 'sludge metal, doom metal, stoner rock, heavy psych']","rock,metal"
foo fighters,SONIC HIGHWAYS,10-Dec-14,2014,5,"['roswell', 'alternative rock, hard rock']",rock
ghostface killah,36 SEASONS,7-Dec-14,2014,5,"['tommy boy', 'hardcore hip hop, boom bap, east coast hip hop']",hip hop
hail mary mallon,BESTIARY,12-Dec-14,2014,5,"['rhymesayers', 'abstract hip hop']",hip hop
jack white,LAZARETTO,11-Jun-14,2014,5,"['third man records', 'blues rock, country rock, garage rock']","rock,country"
mac demarco,SALAD DAYS,2-Apr-14,2014,5,"['captured tracks', 'jangle pop, psychedelic (sort of) pop, sleepy pop,']","pop,psychedelic"
michael cera,TRUE THAT,22-Aug-14,2014,5,"['self-released', 'indie folk, quaint soundtrack-worky lo-fi instrumentals, piano cuteness']",folk
migos,NO LABEL II,12-Mar-14,2014,5,"['self-released', 'trap rap, southern hip hop, pop rap']","hip hop,pop"
morrissey,WORLD PEACE IS NONE OF YOUR BUSINESS,24-Jul-14,2014,5,"['harvest', 'alternative rock, pop rock']","pop,rock"
nehruviandoom,NEHRUVIANDOOM ,25-Sep-14,2014,5,"['lex records', 'east coast hip hop']",hip hop
pharmakon,BEASTIAL BURDEN,31-Oct-14,2014,5,"['sacred bones records', 'death industrial, noise, power electronics, industrial noise']",electronic
porter robinson,WORLDS,11-Aug-14,2014,5,"['astralwerksssss', 'edm, glistening indie pop, dream pop, chillwave']",pop
riff raff,NEON ICON,4-Jun-14,2014,5,"['mad decent', 'trap rap, pop rap, comedy rap', 'hip hop']","hip hop,pop"
royal blood,ROYAL BLOOD ,28-Oct-14,2014,5,"['warner bros.', 'alternative rock, hard rock']",rock
sbtrkt,WONDER WHERE WE LAND,8-Oct-14,2014,5,"['young turks', 'alternative r&b, future garage,']",r&b
shabazz palaces,LESE MAJESTY,25-Jul-14,2014,5,"['sub pop', 'experimental hip hop, abstract hip hop, psychedelic hip hop']","hip hop,pop,psychedelic,experimental"
shlohmo & jeremih,NO MORE,22-Jul-14,2014,5,"['self-released', 'contemporary r&b']",r&b
skrillex,RECESS,26-Mar-14,2014,5,"['big beat', 'dubstep, moombahton, ""brostep""']",
spooky black,LEAVING EP,18-Aug-14,2014,5,"['self-released', 'alternative r&b, cloud singing pop']","pop,r&b"
temples,SUN STRUCTURES,25-Feb-14,2014,5,"['fat possum', 'neo-psychedelia, psych pop, psych rock']","pop,rock"
the world is a beautiful place and i am no longer afraid to die,BETWEEN BODIES,5-Nov-14,2014,5,"['self-released???', 'emo, post-rock, spoken word']",rock
trap them,BLISSFUCKER,10-Jun-14,2014,5,"['prosthetic', 'crust punk, hardcore punk, heavy nihilistic sludge punk']",punk
trash talk,NO PEACE,28-May-14,2014,5,"['trash talk collective & odd future', 'hardcore punk']",punk
a$ap rocky,AT.LONG.LAST.A$AP,2-Jun-15,2015,5,"['rca records', 'cloud rap, trap rap, east coast hip hop, pop rap']","hip hop,pop"
action bronson,Mr. Wonderful,20-Jun-15,2015,5,"['new york', '5/10', 'atlantic', 'east coast hip hop', 'rap rock', 'blues rock', 'pop rap']","hip hop,pop,rock"
action bronson,MR. WONDERFUL,25-Mar-15,2015,5,"['atlantic', 'east coast hip hop, rap rock, blues rock, pop rap']","hip hop,pop,rock"
beach house,Thank Your Lucky Stars,21-Oct-15,2015,5,"['sub pop', 'pop', 'dream pop', '5/10']",pop
big k.r.i.t.,It's Better This Way,23-Oct-15,2015,5,"['mixtape', 'dj drama', 'rap', 'hip hop', '5/10']",hip hop
cannibal ox,BLADE OF THE RONIN,4-Mar-15,2015,5,"['ihiphop distribution', 'hardcore hip hop, new york hip hop']",hip hop
chvrches,Every Open Eye,16-Oct-15,2015,5,"['glassnote', 'pop', 'synthpop', '5/10']",pop
coldplay,A Head Full of Dreams,10-Dec-15,2015,5,"['parlophone', 'pop', 'piano rock', '5/10']","pop,rock"
courtney barnett,"SOMETIMES I SIT AND THINK, AND SOMETIMES I JUST SIT",6-Apr-15,2015,5,"['mom + pop', 'indie rock, singer-songwriter, garage rock, alternative singer-songwriter']","pop,rock,singer-songwriter"
dan deacon,Gliss Riffer,20-Jun-15,2015,5,"['5/10', 'domino', 'indietronic', 'electronic', 'neo-psychedelia', 'glitch pop']","pop,electronic"
dan deacon,GLISS RIFFER,27-Feb-15,2015,5,"['domino', 'dance', 'electronic']","electronic,dance"
death cab for cutie,KINTSUGI,15-Apr-15,2015,5,"['atlantic records', 'indie rock']",rock
