Artists,Album,Date,Year,Score,Tags,Genres
chelsea wolfe,PAIN IS BEAUTY,10-Sep-13,2013,8,"['goth rock', 'doom metal', 'folk']","rock,metal,folk"
holy ghost!,DYNAMICS,11-Sep-13,2013,7,"['dfa records', 'electro-disco, new wave, nu-disco, synch pop']",pop
factory floor,FACTORY FLOOR ,12-Sep-13,2013,6,"['dfa records', 'minimal wave, synth punk, post-punk, electronic, electro-industrial dance party, dancefloor strangeness']","electronic,dance,punk"
janelle monae,THE ELECTRIC LADY,13-Sep-13,2013,7,"['bad boy records', 'contemporary r&b, art pop, baroque pop, pop soul, neo-soul, smooth soul']","pop,r&b,soul"
denzel curry,NOSTALGIC 64,16-Sep-13,2013,7,"['self-released', 'memphis rap, southern hip hop, trap rap, hardcore hip hop, horrorcore (slightly)']",hip hop
the weeknd,KISS LAND,17-Sep-13,2013,5,"['republic', 'contemporary r&b, moody and depressing r&b']",r&b
crystal stilts,NATURE NOIR,18-Sep-13,2013,6,"['sacred bones', ""psychedelic rock, garage rock, dark rock 'n' roll, deadpan""]","rock,psychedelic"
mgmt,MGMT ,19-Sep-13,2013,6,"['columbia', 'psychedelic pop, neo-psychedelia, fuzzyness']","pop,psychedelic"
kayo dot,HUBARDO,20-Sep-13,2013,7,"['ice level', 'avant-garde metal, progressive rock, progressive metal, jazz fusion, chamber music, death metal, post-rock, black metal, slightly improvised nightmares, epic poet stories']","jazz,rock,metal"
machinedrum,VAPOR CITY,23-Sep-13,2013,7,"['ninja tune', 'footwork, juke, uk bass, future garage', 'metal', 'dance', 'electronic']","electronic,dance,metal"
flatbush zombies,BETTEROFFDEAD,23-Sep-13,2013,8,"['self-released', 'hardcore hip hop, trap rap, cloud rap, psychedelic rap magic, grimy new york shiz']","hip hop,psychedelic"
bill callahan,DREAM RIVER,24-Sep-13,2013,8,"['drag city records', 'americana, folk rock, progressive folk, indie folk']","rock,folk"
drake,NOTHING WAS THE SAME,25-Sep-13,2013,5,"['young money', 'pop rap, contemporary r&b, emotional rhyme time', 'hip hop']","hip hop,pop,r&b"
oneohtrix point never,R PLUS SEVEN,1-Oct-13,2013,6,"['warp records', 'progressive synth, post-new age, plunderphonics, ambient, vaporwave']",ambient
danny brown,OLD,1-Oct-13,2013,7,"[""fool's gold"", 'hardcore hip hop, eccentric electro trap rap, psychedelic raps']","hip hop,psychedelic"
haunted horses,WATCHER,4-Oct-13,2013,7,"['self-released?', 'noise rock, industrial rock, post-punk, satanic-space-jams']","rock,punk"
darkside,PSYCHIC,7-Oct-13,2013,8,"['other people', 'microhouse, neo-psychedelia, subtle electronic rock magic']","electronic,house,rock"
of montreal,LOUSY WITH SYLVIANBRIAR,8-Oct-13,2013,8,"['polyvinyl', 'psych pop, indie folk, folk rock, indie pop']","pop,rock,folk"
pusha t,MY NAME IS MY NAME,9-Oct-13,2013,6,"['g.o.o.d. music', 'gangsta rap, hardcore hip hop, pop rap, industrial hip hop, southern hip hop, future trap']","hip hop,pop"
melt,BANANA - FETCH,12-Oct-13,2013,9,"['a-zap', 'noise rock, noise core, hardcore punk, noise pop,']","pop,rock,punk"
oranssi pazuzu,VELONIELU,14-Oct-13,2013,6,"['20 buck spin', 'black metal, psychedelic rock, heavy psych, blackened psych']","rock,metal,psychedelic"
tim hecker,VIRGINS,16-Oct-13,2013,9,"['kranky', 'ambient, drone, noise, post-modern classical, minimal piano magic, trippy ensemble']",ambient
cults,STATIC,21-Oct-13,2013,4,"['columbia', 'indie pop, twee pop, vintage nostalgia sugar magic']",pop
armand hammer,RACE MUSIC,22-Oct-13,2013,8,"['backwoodz studioz', 'hardcore hip hop, east coast hip hop, grimy raps with dirty synthetic beats from hell topped with dark rhymes']",hip hop
shad,FLYING COLOURS,23-Oct-13,2013,7,"['black box recordings', 'pop rap, alternative hip hop, conscious hip hop, smart rapper from canada with a lot of clever stuff to say, sweet beats']","hip hop,pop"
afi,BURIALS,24-Oct-13,2013,2,"['republic', 'alternative rock, pop punk, soft punk, reverb addiction']","pop,rock,punk"
toxic holocaust,CHEMISTRY OF CONSCIOUSNESS,28-Oct-13,2013,6,"['relapse records', 'thrash metal, crust punk, hardcore punk, d-beat, crossover thrash']","punk,metal"
cage the elephant,MELOPHOBIA,28-Oct-13,2013,8,"['rca records', 'garage rock, blues rock, alternative rock, lo-fi refinement, filthy hooky goodness']",rock
arcade fire,REFLEKTOR,31-Oct-13,2013,5,"['sonovox', 'pop', 'alternative dance', 'synthpop', 'disco', 'indie rock']","pop,dance,rock"
sisu,BLOOD TEARS,4-Nov-13,2013,6,"['mono prisim', 'synth pop, post-punk']","pop,punk"
four tet,BEAUTIFUL REWIND,5-Nov-13,2013,7,"['text records', 'tech house, minimal techno, two-step, colorful hardgrooves']","house,techno"
eminem,THE MARSHALL MATHERS LP 2,11-Nov-13,2013,7,"['hardcore hip hop, pop rap', 'shady records']","hip hop,pop"
the debauchees,BIG MACHINES AND PECULIAR BEINGS,12-Nov-13,2013,7,"['sonablast! records', 'indie rock, post-punk, noise rock']","rock,punk"
"action bronson<,>party supplies",BLUE CHIPS 2,13-Nov-13,2013,6,"['self-released', 'hardcore hip hop, east coast hip hop']",hip hop
cara neir,"PORTALS TO A BETTER, DEAD WORLD",14-Nov-13,2013,7,['metal'],metal
lady gaga,ART POP,15-Nov-13,2013,6,"['pop', 'singer-songwriter', 'pop rock', 'country', 'electropop']","pop,rock,singer-songwriter,country"
death grips,GOVERNMENT PLATES,18-Nov-13,2013,6,"['industrial hip hop', 'experimental hip hop', 'hardcore punk', 'psychedelic sound terrorism']","hip hop,punk,psychedelic,experimental"
daniel avery,DRONE LOGIC,19-Nov-13,2013,8,"['phantasy', 'somewhat drone-y techno, tech house']","house,techno"
m.i.a.,MATANGI,20-Nov-13,2013,7,"['n.e.e.t. & interscope', 'worldbeat, experimental hip hop, international bangers for truth and dance']","hip hop,dance,experimental"
moonface,JULIA WITH BLUE JEANS ON,21-Nov-13,2013,7,"['jagjaguwar', 'singer-songwriter, modern classical, personal piano tunes of tragedy and romance']",singer-songwriter
soupcans,PARASITE BRAIN,22-Nov-13,2013,7,"['telephone explosion', 'garage punk, noise rock, post-hardcore, hardcore punk']","rock,punk"
sky ferreira,NIGHT TIME MY TIME,24-Nov-13,2013,4,"['capitol', 'synth pop, noise pop, alternative dance']","pop,dance"
blood orange,CUPID DELUXE,25-Nov-13,2013,2,"['domino records', 'contemporary r&b, synth funk, synth pop, 80s nostalgia']","pop,r&b,funk"
quelle chris,GHOST AT THE FINISH LINE,26-Nov-13,2013,7,"['mello music group', 'abstract hip hop, personal raps, silly bars']",hip hop
da mafia 6ix,6IX COMMANDMENTS,2-Dec-13,2013,8,"['self-released', 'southern hip hop, horrorcore, memphis rap, classic dirty mystic stylezzz magic']",hip hop
hopsin,KNOCK MADNESS,3-Dec-13,2013,3,"['funk volume', 'hardcore hip hop, pop rap']","hip hop,pop,funk"
arabrot,ARABROT ,5-Dec-13,2013,6,"['fysisk format', 'sludge metal, noise rock']","rock,metal"
gesaffelstein,ALEPH,9-Dec-13,2013,5,"['parlophone', 'tech house, techno, assembly line terrors']","house,techno"
childish gambino,BECAUSE THE INTERNET,10-Dec-13,2013,5,"['liberator music', ""pop rap, bachelor's degree in english trap raps, contemporary r&b"", 'hip hop']","hip hop,pop,r&b"
future of the left,HOW TO STOP YOUR BRAIN IN AN ACCIDENT,11-Dec-13,2013,8,"['self-released', 'post-hardcore, indie rock, noise rock, wordy rock']",rock
hellfyre club,DORNER VS. TOOKIE,12-Dec-13,2013,7,"['hellfyer club', 'hip hop']",hip hop
burial,RIVAL DEALER,16-Dec-13,2013,5,"['hyperdub', ""overly atmospheric synth pop, drum 'n' bass, breakbeat, lo-fi auto-tune ballads""]",pop
beyonce,BEYONCE ,8-Jan-14,2014,6,"['columbia', 'pop, contemporary r&b, synth funk, neo-soul']","pop,r&b,soul,funk"
calvaiire,FORCEPS,9-Jan-14,2014,7,"['throatruiner', 'hardcore punk, mathcore,']",punk
xiu xiu,NINA,13-Jan-14,2014,8,"['graveface', 'avant-garde jazz, theatrical whispers, creepy covers, art freak']",jazz
lee bannon,ALTERNATE,14-Jan-14,2014,6,"['endings', 'ninjatune', 'jungle, drum and bass, breakbeat', 'dance', 'electronic']","electronic,dance"
nils frahm,SPACES,15-Jan-14,2014,7,"['erased tapes', 'modern classical, minimalism, post-classical', 'rock']",rock
murmur,MURMUR ,16-Jan-14,2014,8,"['underground activists', 'black metal, progressive rock, prog folk']","rock,metal,folk"
thee silver mt. zion memorial orchestra,FUCK OFF GET FREE WE POUR LIGHT ON EVERYTHING,20-Jan-14,2014,8,"['constellation records', 'psychedelic sludge or doom with string arrangements and dismal lyrics, experimental rock, ""post-rock,"" art rock']","rock,psychedelic,experimental"
against me!,TRANSGENDER DYSPHORIA BLUES,21-Jan-14,2014,5,"['sire records', 'punk rock, singer-songwriter']","rock,punk,singer-songwriter"
mogwai,RAVE TAPES,22-Jan-14,2014,6,"['rock action', 'post-rock, progressive synth, progressive rock, instrumental rock with electronic fusion magic']","electronic,rock"
indian,FROM ALL PURITY,23-Jan-14,2014,8,"['relapse records', 'sludge metal, doom metal, noise metal harshness from hell']",metal
an autumn for crippled children,TRY NOT TO DESTROY EVERYTHING YOU LOVE,27-Jan-14,2014,7,"['self-released', 'black metal, shoegaze, blackgaze, post-rock, blackened post-punk']","rock,punk,metal"
have a nice life,THE UNNATURAL WORLD,28-Jan-14,2014,8,"['the flenser', 'post-punk, drone, noise rock, shoegaze, lo-fi indie']","rock,punk"
actress,GHETTOVILLE,29-Jan-14,2014,8,"['werk discs', 'idm, micro house, minimal techno, vaporwave, experimental electronics, sonic spelunking']","electronic,house,techno,experimental"
young fathers,DEAD,30-Jan-14,2014,6,"['anticon', 'experimental hip hop, uk hip hop, abstract hip hop, lo-fi soul mixed with african rhythms']","hip hop,soul,experimental"
isaiah rashad,CILVIA DEMO,10-Feb-14,2014,6,"['top dawg entertainment', 'hip hop, pop rap, conscious hip hop, southern rap']","hip hop,pop"
behemoth,THE SATANIST,11-Feb-14,2014,9,"['nuclear blast', 'metal', 'death metal']",metal
step brothers,LORD STEPPINGTON,13-Feb-14,2014,8,"['rhymesayers', 'hardcore hip hop']",hip hop
glitch mob,LOVE DEATH IMMORTALITY,17-Feb-14,2014,3,"['glass air', 'dubstep, electro, dance-pop']","pop,dance"
xiu xiu,ANGEL GUTS: RED CLASSROOM,18-Feb-14,2014,7,"['polyvinyl', 'post-punk, experimental rock, art punk, synth punk']","rock,punk,experimental"
angel olsen,BURN YOUR FIRE FOR NOT WITNESS,19-Feb-14,2014,5,"['jagjaguwar', 'folk rock, garage rock, singer-songwriter, folk']","rock,singer-songwriter,folk"
sun kil moon,BENJI,20-Feb-14,2014,9,"['caldo verde', 'folk, folk rock, americana, singer-songwriter']","rock,singer-songwriter,folk"
artificial brain,LABYRINTH CONSTELLATION,23-Feb-14,2014,8,"['profound lore records', 'technical death metal']",metal
temples,SUN STRUCTURES,25-Feb-14,2014,5,"['fat possum', 'neo-psychedelia, psych pop, psych rock']","pop,rock"
"sunn o)))<,>ulver",TERRESTRIALS,25-Feb-14,2014,6,"['self-released', 'drone metal, doom metal, dark jazz,']","jazz,metal"
schoolboy q,OXYMORON,26-Feb-14,2014,7,"['top dawg entertainment', 'pop rap, trap rap, boom bap, cloud rap, yawk yawk yawk yawk', 'hip hop']","hip hop,pop"
st. vincent,ST. VINCENT ,27-Feb-14,2014,7,"['4ad', 'noise pop, indie pop, indie rock']","pop,rock"
beck,MORNING PHASE,3-Mar-14,2014,4,"['capitol', 'singer-songwriter, folky slowness']","singer-songwriter,folk"
rick ross,MASTERMIND,9-Mar-14,2014,-1,"['maybach', 'pop rap, hip hop, southern hip hop']","hip hop,pop"
white suns,TOTEM,10-Mar-14,2014,8,"['the flenser', 'noise rock, noise, spoken word w', 'a hellish soundtrack, experimental ro']","rock,experimental"
real estate,ATLAS,11-Mar-14,2014,3,"['domino records', 'jangel pop, indie rock,']","pop,rock"
migos,NO LABEL II,12-Mar-14,2014,5,"['self-released', 'trap rap, southern hip hop, pop rap']","hip hop,pop"
pharrell,G I R L,19-Mar-14,2014,3,"['i am other', 'pop soul, pop, r&b, dance-pop, funk']","pop,r&b,soul,dance,funk"
la dispute,THE ROOMS OF THE HOUSE,20-Mar-14,2014,7,"['better living', 'post-hardcore, emo, screamo', 'rock']",rock
"freddie gibbs<,>madlib",PINATA,22-Mar-14,2014,9,"['madlib invazion', 'gangsta rap, jazz rap, trippy ""g"" magic', 'hip hop']","hip hop,jazz"
tycho,AWAKE,23-Mar-14,2014,6,"['ghostly', 'downtempo, ambient pop, instrumental smooth rock, maybe post-rock at moments, electronic relaxation']","pop,electronic,ambient,rock"
evian christ,WATERFALL EP,24-Mar-14,2014,7,"['tri angle records', 'instrumental hip hop, trap, ethereal bangers']",hip hop
the war on drugs,LOST IN THE DREAM,24-Mar-14,2014,7,"['secretly canadian', 'krautrock, americana, folk rock, neo-psychedelia, singer-songwriter']","rock,singer-songwriter,folk"
future islands,SINGLES,25-Mar-14,2014,7,"['4ad', 'synth pop, indie pop']",pop
big ups,EIGHTEEN HOURS OF STATIC,25-Mar-14,2014,8,"['dead labour', 'noise rock, post-punk, post-hardcore, satirical hardcore']","rock,punk"
skrillex,RECESS,26-Mar-14,2014,5,"['big beat', 'dubstep, moombahton, ""brostep""']",electronic
liars,MESS,26-Mar-14,2014,8,"['mute', 'alternative dance, tech house, experimental electronic magic']","electronic,dance,house,experimental"
onyx,WAKEDAFUCUP,27-Mar-14,2014,7,"['is this self-released?', 'hardcore hip hop', 'east coast hip hop']",hip hop
wild beasts,PRESENT TENSE,27-Mar-14,2014,7,"['domino', 'art pop, synth  pop,']",pop
planningtorock,ALL LOVE'S LEGAL,1-Apr-14,2014,0,"['human level', 'art pop, synth pop, avant-dance pop, gender-neutral pop, danceable music with a fluid sexuality']","pop,dance"
planningtorock,ALL LOVE'S LEGAL,1-Apr-14,2014,10,"['human level', 'art pop, synth pop, avant-dance pop, gender-neutral pop, danceable music with a fluid sexuality']","pop,dance"
mac demarco,SALAD DAYS,2-Apr-14,2014,5,"['captured tracks', 'jangle pop, psychedelic (sort of) pop, sleepy pop,']","pop,psychedelic"
nocando,JIMMY THE BURNOUT,2-Apr-14,2014,6,"['hellfyre club', 'west coast hip hop, abstract hip hop, hellfyre hip hop']",hip hop
mo,NO MYTHOLOGIES TO FOLLOW,3-Apr-14,2014,6,"['sony music', 'electropop, synth pop, indietronica']",pop
white hinterland,BABY,3-Apr-14,2014,8,"['dead oceans', 'art pop, singer-songwriter, emotional piano magic, eccentric progressive electropop magic']","pop,singer-songwriter"
timber timbre,HOT DREAMS,4-Apr-14,2014,8,"['arts & crafts', ""americana, rock 'n' roll, zombie rockabilly, evil doo-wop, lynchian horror""]",rock
tony molina,DISSED AND DISMISSED,5-Apr-14,2014,7,"['slumberland records', 'lo-fi, indie rock, power pop, breakup rock']","pop,rock"
avey tare's slasher flicks,ENTER THE SLASHER HOUSE,7-Apr-14,2014,5,"['domino records', 'neo-psychedelia, psychedelic pop']","pop,psychedelic"
off!,WASTED YEARS,7-Apr-14,2014,7,"['vice', 'hardcore punk']",punk
cloud nothings,HERE AND NOWHERE ELSE,8-Apr-14,2014,6,"['carpark records', 'indie rock, post-hardcore, noise rock']",rock
sisyphus,SISYPHUS ,8-Apr-14,2014,7,"['asthmatic kitty', 'hip hop, pop rap, abstract hip hop, art pop, chamber pop, indie pop']","hip hop,pop"
ratking,SO IT GOES,9-Apr-14,2014,8,"['xl recordings', 'experimental hip hop']","hip hop,experimental"
sza,Z,10-Apr-14,2014,4,"['top dawg entertainment', 'contemporary r&b, art pop']","pop,r&b"
todd terje,IT'S ALBUM TIME,10-Apr-14,2014,6,"['olsen', 'nu-disco, house, electrodisco, funky synth house magic, vintage dance jams']","dance,house,funk"
cunninlynguists,STRANGE JOURNEY VOL. 3,11-Apr-14,2014,7,"['self-released', 'southern hip hop, rap']",hip hop
girl talk & freeway,BROKEN ANKLES,14-Apr-14,2014,8,"['self-released', 'pop rap, hardcore hip hop']","hip hop,pop"
idylls,PRAYER FOR TERRENE,15-Apr-14,2014,8,"['self-released', 'metalcore, noisecore, grindcore, hardcore punk, experimental rock']","rock,punk,metal,experimental"
lil herb,WELCOME TO FAZOLAND,16-Apr-14,2014,7,"[""it's a free mixtape, my son"", 'trap rap, drill, gangsta rap, hardcore hip hop']",hip hop
thantifaxath,SACRED WHITE NOISE,17-Apr-14,2014,8,"['dark descent records', 'black metal, progressive rock']","rock,metal"
the hotelier,"HOME, LIKE NOPLACE IS THERE",21-Apr-14,2014,6,"['self-released', 'emo, midwest emo', 'rock']",rock
carla bozulich,BOY,21-Apr-14,2014,8,"['constellation records', 'experimental rock, singer-songwriter, noise']","rock,experimental,singer-songwriter"
john frusciante,ENCLOSURE,22-Apr-14,2014,2,"['record collection', 'experimental rock, synth pop, demo rock, lo-fi']","pop,rock,experimental"
chet faker,BUILT ON GLASS,22-Apr-14,2014,3,"['future classic', 'neo-soul, future soul, contemporary r&b, dance pop']","pop,r&b,soul,dance"
pharoahe monch,PTSD,23-Apr-14,2014,7,"['w.a.r.', 'hardcore hip hop, conscious hip hop, boom bap']",hip hop
pixies,INDIE CINDY,24-Apr-14,2014,4,"['pixies music', 'indie rock, alternative rock, pop rock']","pop,rock"
lord mantis,DEATH MASK,28-Apr-14,2014,6,"['profound lore', 'sludge metal, doom metal, noise metal, black metal']",metal
tune,YARDS - NIKKI NACK,29-Apr-14,2014,8,"['4ad', 'art pop, indie pop, international sounds with a western freakishness']",pop
future,HONEST,30-Apr-14,2014,2,"['sony', 'pop rap, trap rap, uh......r&b....sorta....', 'hip hop']","hip hop,pop,r&b"
ought,MORE THAN ANY OTHER DAY,1-May-14,2014,7,"['constellation', 'post-punk, art punk, experimental rock']","rock,punk,experimental"
sleaford mods,DIVIDE & EXIT,2-May-14,2014,6,"['harbinger sound', 'post-punk, shouted word']",punk
badbadnotgood,III,5-May-14,2014,7,"['innovative leisure', 'jazz fusion, electronic jazz fusion magic, jazz rock, post-bop, jazzed up bangers7', '10']","jazz,electronic,rock"
andrew jackson jihad,CHRISTMAS ISLAND,7-May-14,2014,5,"['side one dummy', 'folk punk, anti-folk, pop folk punk grimyness, emotional trainwreck music']","pop,punk,folk"
damon albarn,EVERYDAY ROBOTS,7-May-14,2014,5,"['parlophone', 'singer-songwriter, dreary and soft electronic pop tunes, downtempo, glitch pop, trip hop, choral pop, island music pop magic']","pop,electronic,singer-songwriter"
lykke li,I NEVER LEARN,9-May-14,2014,6,"['atlantic', 'indie pop, chamber pop, singer-songwriter']","pop,singer-songwriter"
mac miller,FACE,13-May-14,2014,6,"['self-released', 'cloud rap, trap rap, pop rap, jazz rap', 'hip hop']","hip hop,pop,jazz"
the black keys,TURN BLUE,14-May-14,2014,4,"['nonesuch', 'garage rock, blues rock, psychedelic rock, psych pop, soul']","pop,soul,rock,psychedelic"
agalloch,THE SERPENT & THE SPHERE,14-May-14,2014,6,"['profound lore', 'black metal, folk, dark folk, atmospheric black metal']","metal,folk"
little dragon,NABUMA RUBBERBAND,15-May-14,2014,6,"['republic', 'electropop, art pop, synth pop, softpop, contemporary r&b']","pop,r&b"
ibibio sound machine,IBIBIO SOUND MACHINE ,16-May-14,2014,7,"['soundway records', 'afrobeat', 'funk', 'electro']",funk
swans,TO BE KIND,20-May-14,2014,10,"['young god', 'experimental rock, drone, noise rock, post-rock, amazing shit.']","rock,experimental"
chromeo,WHITE WOMEN,22-May-14,2014,5,"['atlantic', 'synth funk, pop, nu-disco, new wave, synth pop']","pop,funk"
vallenfyre,SPLINTERS,22-May-14,2014,7,"['century media records', ""death metal, death 'n' roll, death doom""]",metal
the roots,...AND THEN YOU SHOOT YOUR COUSIN,23-May-14,2014,4,"['def jam', 'hardcore hip hop, conscious hip hop']",hip hop
tobacco,ULTIMA II MASSAGE,23-May-14,2014,8,"['ghostly intl.', 'wonky, indietronica, glitch, psychedelic warped noise magic', 'dance', 'electronic']","electronic,dance,psychedelic"
